mode,task_type,num_workers,num_tasks,elapsed_time_sec,throughput_tasks_per_sec,average_latency_sec_per_task
local,fibonacci,1,5,1.3122529983520508,3.810240865350724,0.2624505996704102
local,fibonacci,2,10,1.6019008159637451,6.242583748222726,0.16019008159637452
local,fibonacci,4,20,2.2081069946289062,9.057532107207148,0.11040534973144531
local,fibonacci,8,40,3.4381637573242188,11.634117169314342,0.08595409393310546
