mode,task_type,num_workers,num_tasks,elapsed_time_sec,throughput_tasks_per_sec,average_latency_sec_per_task
local,no_op,1,5,1.34312105178833,3.7226726461793094,0.26862421035766604
local,no_op,2,10,1.6456537246704102,6.076612503643675,0.164565372467041
local,no_op,4,20,2.2838268280029297,8.757231395468283,0.11419134140014649
local,no_op,8,40,3.611654281616211,11.07525717608277,0.09029135704040528
