mode,task_type,num_workers,num_tasks,elapsed_time_sec,throughput_tasks_per_sec,average_latency_sec_per_task
pull,fibonacci,1,5,120.58292484283447,0.041465240675799715,24.116584968566894
pull,fibonacci,2,10,1.599318027496338,6.2526650910416866,0.15993180274963378
pull,fibonacci,4,20,2.244230270385742,8.911741483890761,0.11221151351928711
pull,fibonacci,8,40,122.76575112342834,0.3258237711573492,3.0691437780857087
