mode,task_type,num_workers,num_tasks,elapsed_time_sec,throughput_tasks_per_sec,average_latency_sec_per_task
pull,no_op,1,5,1.3290657997131348,3.762040977263277,0.26581315994262694
pull,no_op,2,10,121.12336587905884,0.08256045336442315,12.112336587905883
pull,no_op,4,20,121.28294491767883,0.16490364752913167,6.064147245883942
pull,no_op,8,40,122.89262795448303,0.3254873841156298,3.072315698862076
